,ID,Year_Birth,Education,Marital_Status,Income,Kids,Teens,Date_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country,Age,TotalSpent,Ratio,Noofchildren,Totalpurchases,Totalcmp
450,9215,1980,PhD,Married,43974.0,1,0,2012-12-12,19,378,0,101,0,0,72,5,6,4,6,7,0,0,0,0,0,0,0,Canada,41,101,0.002296811752399145,1,21,0
451,3525,1970,Graduation,Together,38200.0,1,1,2012-12-07,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,Spain,51,4,0.00010471204188481675,2,4,0
452,3619,1960,2n Cycle,Divorced,87305.0,0,0,2012-09-23,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,1,0,Australia,61,702,0.008040776587824294,0,17,2
453,4415,1961,Graduation,Married,16860.0,1,1,2012-09-12,19,10,4,4,3,3,14,3,1,1,3,7,0,0,0,0,0,0,0,Spain,60,10,0.0005931198102016608,2,8,0
454,3645,1972,PhD,Single,27213.0,1,0,2012-08-30,19,19,3,26,10,9,3,3,2,0,4,8,0,0,0,0,0,1,0,Spain,49,45,0.001653621430933745,1,9,1
455,4692,1976,Graduation,Married,7500.0,1,0,2012-08-01,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,1,0,Australia,45,32,0.004266666666666667,1,12,2
456,3955,1965,Graduation,Divorced,4861.0,0,0,2014-06-22,20,2,1,1,1,0,1,0,0,0,0,14,0,0,0,0,0,0,0,South Africa,56,2,0.0004114379757251594,0,0,0
457,5313,1971,Master,Married,38196.0,1,1,2014-04-18,20,30,0,11,0,0,3,3,2,0,4,5,0,0,0,0,0,0,0,Spain,50,11,0.0002879882710231438,2,9,0
458,7196,1950,PhD,Married,41145.0,1,1,2014-02-08,20,9,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,Canada,71,3,7.291286912139993e-05,2,4,0
459,1381,1982,PhD,Single,38513.0,1,0,2014-01-28,20,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,1,0,Spain,39,131,0.0034014488614234153,1,17,1
460,10951,1968,Graduation,Married,45688.0,0,1,2014-01-25,20,279,0,18,0,0,9,2,3,1,8,4,0,1,0,0,0,0,0,Spain,53,18,0.0003939765365084924,1,14,1
461,4322,1958,PhD,Together,77863.0,0,0,2013-11-27,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,0,Spain,63,360,0.004623505387668083,0,20,0
462,7444,1969,Master,Married,42169.0,1,1,2013-10-19,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,Spain,52,9,0.00021342692499229292,2,6,0
463,2942,1964,Graduation,Single,45906.0,0,1,2013-05-07,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,Spain,57,34,0.0007406439245414543,1,15,1
464,2874,1988,2n Cycle,Divorced,35388.0,1,0,2013-03-07,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,0,South Africa,33,14,0.00039561433254210466,1,5,0
465,3667,1969,Graduation,Married,80952.0,0,0,2013-02-28,20,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,1,0,Germany,52,757,0.009351220476331653,0,25,4
466,3697,1954,Graduation,Together,39898.0,0,1,2013-02-12,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,0,Canada,67,45,0.0011278760840142362,1,9,0
467,9955,1954,Graduation,Together,39898.0,0,1,2013-02-12,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,0,Spain,67,45,0.0011278760840142362,1,9,0
468,5320,1973,Master,Divorced,44051.0,1,1,2013-01-29,20,79,7,58,6,3,18,4,3,1,4,6,0,0,0,0,0,1,0,South Africa,48,67,0.0015209643367914464,2,12,1
469,6422,1954,Graduation,Married,86718.0,0,0,2013-01-17,20,344,189,482,50,33,172,1,5,6,5,2,0,0,0,0,0,0,0,India,67,565,0.006515371664475657,0,17,0
470,3690,1986,Master,Married,80141.0,0,0,2013-01-11,20,1184,102,673,52,40,40,1,7,4,10,6,0,0,1,0,0,1,0,Spain,35,765,0.0095456757464968,0,22,2
471,2408,1976,Graduation,Married,58597.0,1,1,2012-11-20,20,490,0,184,10,28,21,12,7,4,9,7,0,0,0,0,0,0,0,India,45,222,0.0037885898595491235,2,32,0
472,9260,1945,PhD,Married,70356.0,0,0,2012-11-05,20,1349,16,249,43,16,33,2,10,6,9,6,0,0,0,0,0,0,0,Canada,76,308,0.004377736085053158,0,27,0
473,9648,1967,Graduation,Single,46904.0,1,1,2012-11-03,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,0,Spain,54,65,0.001385809312638581,2,14,0
474,4939,1946,Graduation,Together,37760.0,0,0,2012-08-31,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,United State,75,200,0.005296610169491525,0,13,0
475,8652,1946,Graduation,Together,37760.0,0,0,2012-08-31,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,South Africa,75,200,0.005296610169491525,0,13,0
476,4702,1964,Graduation,Single,61839.0,0,0,2012-08-12,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,0,Spain,57,620,0.010026035349860121,0,17,0
477,2587,1972,PhD,Married,29791.0,1,0,2014-05-15,21,14,0,6,0,0,0,2,2,0,3,5,0,0,0,0,0,0,0,Australia,49,6,0.0002014031083213051,1,7,0
478,2811,1963,PhD,Single,48918.0,1,1,2014-04-12,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,Spain,58,9,0.000183981356555869,2,7,0
479,9150,1963,PhD,Single,48918.0,1,1,2014-04-12,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,Spain,58,9,0.000183981356555869,2,7,0
480,10127,1965,Graduation,Married,58692.0,0,1,2014-04-06,21,301,11,61,4,7,11,1,8,2,4,7,0,0,0,0,0,0,0,Canada,56,72,0.0012267429973420569,1,15,0
481,5493,1976,Graduation,Married,39356.0,1,1,2014-03-19,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0,Spain,45,2,5.0818172578514075e-05,2,4,1
482,2666,1972,Master,Married,76234.0,0,1,2014-02-06,21,519,50,167,130,0,41,1,8,3,11,3,0,1,0,0,0,0,0,Canada,49,297,0.003895899467429231,1,23,1
483,10099,1984,Graduation,Married,55434.0,1,0,2013-10-05,21,238,115,215,169,69,76,3,5,3,13,4,0,0,0,0,0,0,0,South Africa,37,453,0.00817188007360104,1,24,0
484,10562,1946,Master,Married,66835.0,0,0,2013-09-28,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,India,75,246,0.0036807062168025735,0,24,0
485,7881,1946,Master,Married,66835.0,0,0,2013-09-28,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,Spain,75,246,0.0036807062168025735,0,24,0
486,6721,1951,Graduation,Married,71965.0,0,1,2013-07-29,21,572,19,286,50,38,248,3,6,3,5,3,0,0,0,0,0,0,0,Canada,70,374,0.005196970749669978,1,17,0
487,5204,1971,Graduation,Together,74538.0,0,0,2013-06-29,21,380,98,733,110,112,28,1,8,8,5,3,0,0,1,0,0,1,0,Spain,50,955,0.012812256835439642,0,22,2
488,5209,1954,Graduation,Divorced,50002.0,0,1,2013-06-17,21,443,5,71,21,16,82,2,8,2,7,7,0,0,0,0,0,0,0,South Africa,67,108,0.002159913603455862,1,19,0
489,10128,1958,Graduation,Together,53977.0,0,1,2013-06-08,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,Canada,63,189,0.003501491375956426,1,27,0
490,9284,1958,Graduation,Together,53977.0,0,1,2013-06-08,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,Spain,63,189,0.003501491375956426,1,27,0
491,8643,1971,Graduation,Together,69930.0,0,0,2013-05-26,21,252,98,827,219,70,196,1,4,5,12,3,0,0,0,0,0,0,0,India,50,1116,0.01595881595881596,0,22,0
492,1685,1967,PhD,Together,62981.0,0,0,2013-03-17,21,796,14,590,38,44,0,1,4,5,13,3,0,1,0,0,0,0,0,Canada,54,672,0.010669884568361886,0,23,1
493,2877,1974,Master,Together,46014.0,1,1,2013-01-21,21,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,0,South Africa,47,87,0.001890728908593037,2,26,0
494,8369,1987,Graduation,Together,18227.0,1,0,2012-11-08,21,1,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,0,0,Spain,34,14,0.0007680912931365557,1,4,0
495,6233,1976,Graduation,Married,65991.0,0,1,2012-09-07,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,0,Spain,45,436,0.00660696155536361,1,27,0
496,195,1972,Graduation,Single,38808.0,1,0,2012-08-26,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,1,0,Spain,49,74,0.001906823335394764,1,14,2
497,1501,1982,PhD,Married,160803.0,0,0,2012-08-04,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,0,United State,39,1642,0.010211252277631637,0,44,0
498,10846,1978,Master,Married,43783.0,1,0,2014-05-29,22,327,9,125,25,4,139,6,7,1,8,7,1,0,0,0,0,0,0,Canada,43,154,0.0035173469154694743,1,22,1
499,8341,1969,PhD,Married,30396.0,1,0,2014-04-30,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,1,0,Spain,52,7,0.0002302934596657455,1,6,2
500,10766,1964,PhD,Married,65526.0,0,1,2014-04-11,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,0,Spain,57,81,0.001236150535665232,1,17,0
501,9971,1964,PhD,Married,65526.0,0,1,2014-04-11,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,0,South Africa,57,81,0.001236150535665232,1,17,0
502,1740,1944,Graduation,Married,55956.0,0,0,2014-04-07,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,0,Spain,77,163,0.0029130030738437345,0,16,1
503,8737,1978,Graduation,Divorced,55563.0,0,1,2014-04-05,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,0,Spain,43,11,0.00019797347155481166,1,6,0
504,6466,1965,PhD,Married,57236.0,1,1,2014-03-12,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,0,Spain,56,12,0.00020965825704102314,2,10,0
505,10430,1973,Graduation,Divorced,89694.0,1,1,2013-10-09,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,0,Australia,48,276,0.0030771289049434745,2,14,3
506,8773,1971,Master,Together,57420.0,0,1,2013-06-25,22,280,0,18,0,0,24,3,5,1,6,7,0,1,0,0,0,0,0,United State,50,18,0.00031347962382445143,1,15,1
507,2371,1972,Graduation,Married,33622.0,1,1,2013-04-13,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,0,Germany,49,29,0.0008625304859913152,2,9,0
508,7786,1986,PhD,Single,29999.0,1,0,2013-02-13,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,0,Spain,35,74,0.002466748891629721,1,12,0
509,4088,1962,PhD,Together,31497.0,0,1,2012-12-06,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,Spain,59,42,0.0013334603295551957,1,10,0
510,4971,1962,PhD,Together,31497.0,0,1,2012-12-06,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,South Africa,59,42,0.0013334603295551957,1,10,0
511,10560,1980,PhD,Single,36802.0,1,0,2014-06-16,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,0,Spain,41,2,5.4344872561273845e-05,1,5,0
512,6892,1968,Graduation,Divorced,61671.0,0,1,2014-06-03,23,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,0,Spain,53,56,0.0009080442995897586,1,28,2
514,1818,1971,PhD,Together,29732.0,1,0,2014-03-25,23,25,0,8,0,1,4,1,2,0,2,9,0,0,0,0,0,0,0,Canada,50,9,0.00030270415713709136,1,5,0
515,9485,1986,PhD,Married,45921.0,0,0,2014-03-10,23,102,9,49,24,3,12,1,2,1,6,4,0,0,0,0,0,0,0,South Africa,35,76,0.0016550162235142963,0,10,0
516,6646,1984,Graduation,Together,16529.0,1,0,2014-03-01,23,3,0,5,13,0,1,1,1,0,3,6,0,0,0,0,0,0,0,Canada,37,18,0.0010889950995220522,1,5,0
517,4248,1960,Master,Single,98777.0,0,0,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,Spain,61,951,0.009627747350091621,0,19,1
518,7451,1960,Master,Single,98777.0,0,0,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,Spain,61,951,0.009627747350091621,0,19,1
519,7861,1952,Master,Married,77027.0,0,1,2014-02-05,23,820,57,242,45,0,11,2,8,3,6,4,0,0,0,0,0,0,0,Spain,69,287,0.00372596621963727,1,19,0
520,5232,1965,Graduation,Married,69139.0,0,1,2014-01-27,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0,Spain,56,123,0.001779024862957231,1,11,0
521,3011,1965,Graduation,Married,69139.0,0,1,2014-01-27,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0,South Africa,56,123,0.001779024862957231,1,11,0
522,5758,1982,Graduation,Married,65169.0,0,0,2014-01-14,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,1,0,Spain,39,69,0.0010587856189292455,0,28,5
523,2173,1952,Graduation,Widow,40049.0,0,1,2013-10-16,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,0,Spain,69,10,0.00024969412469724587,1,5,0
524,10711,1945,Graduation,Married,69755.0,0,0,2013-10-02,23,217,77,373,111,23,93,1,3,6,12,1,0,0,0,0,0,0,0,South Africa,76,507,0.007268296179485341,0,22,0
525,8268,1961,PhD,Married,51381.5,0,1,2013-07-11,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,Canada,60,37,0.000720103539211584,1,17,0
526,2782,1961,PhD,Married,54456.0,0,1,2013-07-11,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,Spain,60,37,0.0006794476274423388,1,17,0
528,5872,1951,Graduation,Single,60689.0,0,1,2013-06-01,23,240,90,216,63,6,24,4,4,4,10,3,0,0,0,0,0,0,0,United State,70,285,0.004696073423519913,1,22,0
529,11187,1978,Basic,Single,26487.0,1,0,2013-05-20,23,2,8,10,12,14,23,3,2,1,3,5,0,0,0,0,0,0,0,Canada,43,36,0.0013591573224600749,1,9,0
530,2428,1970,Graduation,Married,28164.0,1,0,2013-05-04,23,3,18,26,11,8,12,3,2,0,4,7,0,0,0,0,0,0,0,Germany,51,45,0.0015977844056242012,1,9,0
531,1726,1970,Graduation,Single,22585.0,0,0,2013-03-18,23,3,9,15,13,2,39,1,1,1,2,9,1,0,0,0,0,1,0,Spain,51,30,0.0013283152534868275,0,5,2
532,1802,1971,Graduation,Married,64795.0,0,1,2013-01-17,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,0,Spain,50,186,0.0028705918666563778,1,21,0
533,1162,1987,PhD,Single,42000.0,0,0,2013-01-10,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,1,0,Spain,34,411,0.009785714285714286,0,20,1
534,10643,1987,PhD,Single,42000.0,0,0,2013-01-10,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,1,0,Australia,34,411,0.009785714285714286,0,20,1
535,11112,1966,Graduation,Together,70713.0,0,1,2012-12-03,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,0,Spain,55,437,0.006179910341804195,1,25,0
536,2114,1946,PhD,Single,82800.0,0,0,2012-11-24,23,1006,22,115,59,68,45,1,7,6,12,3,0,0,1,1,0,1,0,United State,75,242,0.002922705314009662,0,26,3
537,4261,1946,PhD,Single,82800.0,0,0,2012-11-24,23,1006,22,115,59,68,45,1,7,6,12,3,0,0,1,1,0,1,0,South Africa,75,242,0.002922705314009662,0,26,3
538,2457,1975,Basic,Married,30801.0,0,1,2012-10-26,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,Spain,46,22,0.0007142625239440278,1,6,0
539,2495,1974,Master,Married,83891.0,0,1,2014-06-20,24,217,38,350,111,85,15,1,4,7,10,1,0,0,0,0,0,0,0,Spain,47,546,0.006508445482828909,1,22,0
540,6983,1950,Master,Divorced,38054.0,1,1,2014-05-01,24,23,2,17,2,1,0,2,2,0,3,7,0,0,0,0,0,0,0,India,71,20,0.000525568928364955,2,7,0
541,3436,1969,Graduation,Married,14045.0,1,0,2014-01-26,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,0,Spain,52,8,0.0005695977216091135,1,5,0
542,7505,1957,PhD,Married,44155.0,1,1,2014-01-19,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,0,Spain,64,9,0.00020382742611255804,2,5,0
543,4286,1970,PhD,Single,57642.0,0,1,2014-01-09,24,580,6,58,8,0,27,3,7,6,6,4,1,0,0,0,0,0,0,India,51,66,0.0011449984386384929,1,22,1
544,7224,1977,Graduation,Married,31353.0,1,1,2013-12-29,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,0,India,44,14,0.00044652824291136416,2,6,0
545,6215,1977,Graduation,Married,31353.0,1,1,2013-12-29,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,1,0,South Africa,44,14,0.00044652824291136416,2,6,1
546,968,1968,Master,Divorced,41335.0,1,0,2013-12-26,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,Australia,53,51,0.001233821216886416,1,12,0
547,4096,1968,Master,Divorced,41335.0,1,0,2013-12-26,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,United State,53,51,0.001233821216886416,1,12,0
548,3153,1957,PhD,Single,40737.0,2,1,2013-12-08,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,South Africa,64,4,9.819083388565677e-05,3,4,0
549,6504,1975,2n Cycle,Together,19789.0,1,0,2013-11-20,24,2,5,9,28,6,28,3,2,1,3,5,1,0,0,0,0,0,0,Spain,46,43,0.002172924351912679,1,9,1
550,5329,1949,PhD,Divorced,35946.0,1,1,2013-09-27,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,Australia,72,3,8.345852111500584e-05,2,4,0
551,1175,1983,Master,Married,36262.0,0,0,2013-09-20,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,1,0,Spain,38,146,0.004026253378192047,0,12,2
552,1377,1954,Master,Widow,44551.0,0,1,2013-08-31,24,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,0,South Africa,67,33,0.0007407241139368364,1,12,0
553,4607,1959,Graduation,Together,71367.0,0,0,2013-08-23,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,Spain,62,452,0.006333459442039038,0,17,0
554,4944,1959,Graduation,Together,71367.0,0,0,2013-08-23,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,Spain,62,452,0.006333459442039038,0,17,0
555,9483,1959,Graduation,Together,57957.0,0,1,2013-08-19,24,290,59,177,77,5,29,7,4,6,8,3,0,0,0,0,0,0,1,Canada,62,259,0.004468830339734631,1,25,0
556,1378,1972,2n Cycle,Together,50334.0,0,1,2013-07-24,24,284,16,160,84,16,134,6,7,4,6,6,0,0,0,0,0,0,0,South Africa,49,260,0.005165494496761632,1,23,0
557,5991,1949,Master,Married,48150.0,0,1,2013-06-08,24,173,2,39,3,2,47,3,5,1,4,7,0,0,0,0,0,0,0,Germany,72,44,0.0009138110072689512,1,13,0
558,2807,1969,Graduation,Married,56796.0,0,1,2013-02-16,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,0,Spain,52,270,0.004753855905345447,1,27,0
559,1052,1969,Graduation,Married,56796.0,0,1,2013-02-16,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,0,Australia,52,270,0.004753855905345447,1,27,0
560,9760,1963,PhD,Widow,52278.0,0,1,2013-01-25,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,1,0,South Africa,58,71,0.0013581238762003136,1,31,1
561,7101,1963,PhD,Widow,52278.0,0,1,2013-01-25,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,0,Spain,58,71,0.0013581238762003136,1,31,0
562,9909,1996,2n Cycle,Married,7500.0,0,0,2012-11-09,24,3,18,14,15,22,50,3,3,1,3,9,0,0,0,0,0,1,0,Australia,25,51,0.0068,0,10,1
563,5907,1952,Master,Married,33444.0,1,1,2012-11-03,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,Spain,69,8,0.00023920583662241358,2,4,0
564,793,1973,Graduation,Married,20895.0,1,0,2012-10-06,24,18,3,17,3,0,4,1,2,0,3,9,0,0,0,0,0,0,0,Australia,48,20,0.000957166786312515,1,6,0
565,8832,1976,Master,Together,37509.0,1,0,2012-09-12,24,37,5,56,12,8,5,2,3,0,4,7,0,0,0,0,0,0,0,Germany,45,76,0.002026180383374657,1,9,0
566,2535,1978,Master,Married,88097.0,1,0,2012-08-18,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,1,0,Spain,43,606,0.006878781343292053,1,20,4
567,1523,1973,Graduation,Married,59041.0,1,1,2014-05-07,25,69,2,15,2,2,6,2,2,0,4,5,0,0,0,0,0,0,0,South Africa,48,19,0.0003218102674412696,2,8,0
568,1839,1974,Graduation,Single,43322.0,0,0,2014-04-21,25,56,7,48,10,2,18,1,3,0,4,7,0,0,0,0,0,0,0,India,47,60,0.001384977609528646,0,8,0
569,9972,1955,PhD,Together,46015.0,1,1,2014-04-13,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,0,South Africa,66,2,4.346408779745735e-05,2,5,2
570,2945,1955,PhD,Together,46015.0,1,1,2014-04-13,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,0,Canada,66,2,4.346408779745735e-05,2,5,2
571,9291,1959,Master,Married,34242.0,0,1,2014-03-23,25,8,2,4,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,Spain,62,4,0.00011681560656503709,1,4,0
572,2829,1955,Graduation,Married,65210.0,0,1,2014-03-10,25,626,0,70,0,7,28,2,9,3,8,6,0,1,0,1,0,0,0,Canada,66,77,0.001180800490722282,1,22,2
573,8594,1958,PhD,Widow,50520.0,0,1,2014-01-28,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,0,Spain,63,9,0.00017814726840855108,1,9,0
574,1592,1970,Graduation,Married,90765.0,0,0,2014-01-24,25,547,99,812,151,82,33,0,4,6,5,1,0,0,1,1,0,0,0,Canada,51,1045,0.01151324849887071,0,15,2
575,4310,1944,Graduation,Married,80589.0,0,0,2014-01-22,25,507,93,520,242,40,26,1,5,10,5,1,0,0,0,1,0,1,0,Australia,77,802,0.009951730385040143,0,21,2
576,6950,1958,Master,Married,49572.0,1,1,2013-12-15,25,35,1,16,0,1,1,2,2,0,3,7,0,0,0,0,0,0,0,Canada,63,17,0.0003429355281207133,2,7,0
577,8492,1978,Graduation,Together,75437.0,0,0,2013-11-09,25,795,0,545,95,58,0,1,8,4,10,6,0,0,0,1,0,0,0,Spain,43,698,0.00925275395363018,0,23,1
578,5684,1971,Master,Divorced,44635.0,1,1,2013-10-11,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,Spain,50,9,0.00020163548784586088,2,7,0
579,5909,1964,Graduation,Married,58512.0,0,1,2013-09-19,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,0,Germany,57,114,0.001948318293683347,1,20,0
580,9855,1952,PhD,Single,62000.0,0,1,2013-08-25,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,Spain,69,101,0.001629032258064516,1,26,1
581,975,1956,Graduation,Single,54252.0,1,1,2013-05-28,25,178,4,26,8,4,44,5,4,1,5,6,0,0,0,0,0,0,0,Australia,65,38,0.00070043500700435,2,15,0
582,8754,1974,PhD,Together,45068.0,0,1,2013-05-16,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,Spain,47,3,6.656607792668857e-05,1,4,0
583,1456,1979,Graduation,Single,60474.0,0,1,2013-04-01,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,India,42,546,0.009028673479511857,1,31,0
584,2849,1979,Graduation,Single,60474.0,0,1,2013-04-01,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,Canada,42,546,0.009028673479511857,1,31,0
585,9984,1981,2n Cycle,Married,56337.0,1,1,2013-03-27,25,349,16,144,28,5,182,5,8,5,4,8,1,0,0,1,0,1,0,Spain,40,177,0.003141807337983918,2,22,3
586,5527,1987,Graduation,Together,22434.0,1,0,2013-02-13,25,4,12,11,3,13,15,2,2,0,3,8,0,0,0,0,0,0,0,Spain,34,27,0.0012035303557100829,1,7,0
587,5628,1982,Graduation,Together,61416.0,0,0,2013-02-08,25,848,154,323,201,61,78,1,10,3,10,6,1,0,0,0,0,0,0,United State,39,585,0.009525205158264946,0,24,1
588,7627,1975,Master,Married,92163.0,0,0,2012-12-12,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,1,0,Spain,46,1066,0.011566463765285417,0,21,3
589,1351,1956,Master,Together,58656.0,0,1,2012-09-20,25,962,12,194,16,24,12,4,7,8,13,6,0,0,1,0,0,0,0,Spain,65,234,0.003989361702127659,1,32,1
590,10629,1973,2n Cycle,Married,51381.5,1,0,2012-09-14,25,25,3,43,17,4,17,3,3,0,3,8,0,0,0,0,0,0,0,Germany,48,64,0.001245584500257875,1,9,0
591,10395,1986,Basic,Single,8940.0,1,0,2012-08-22,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,Spain,35,13,0.0014541387024608501,1,10,0
592,6961,1974,Graduation,Married,26751.0,2,0,2014-05-22,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,Spain,47,8,0.00029905424096295465,2,4,0
593,10196,1978,Graduation,Married,71427.0,2,0,2014-03-12,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,United State,43,256,0.003584078849734694,2,20,0
594,6182,1984,Graduation,Together,26646.0,1,0,2014-02-10,26,11,4,20,10,3,5,2,2,0,4,6,0,0,0,0,0,0,0,United State,37,33,0.0012384598063499212,1,8,0
595,10432,1974,Graduation,Divorced,19346.0,1,0,2014-01-30,26,2,0,9,3,6,2,1,1,0,3,8,0,0,0,0,0,0,0,Canada,47,18,0.0009304248940349427,1,5,0
596,1542,1975,Graduation,Single,56243.0,1,2,2013-12-30,26,347,0,35,4,3,7,6,4,2,8,5,0,0,0,0,0,0,0,United State,46,42,0.0007467595967498178,3,20,0
597,4220,1970,PhD,Married,59892.0,0,1,2013-11-02,26,73,0,13,0,1,0,1,2,1,3,3,0,0,0,0,0,0,0,Canada,51,14,0.0002337540906965872,1,7,0
598,4141,1965,Graduation,Together,71613.0,0,0,2013-08-21,26,426,49,127,111,21,42,1,8,2,10,4,0,0,0,0,0,0,0,United State,56,259,0.003616661779285884,0,21,0
